https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/International_Air_Transport_Association_airport_code
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/International_Civil_Aviation_Organization_airport_code
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Location_identifier#FAA_identifier
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Long_Island
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/New_York_City
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Above_mean_sea_level
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Runway
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Runway#Naming
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/IATA_airport_code
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/ICAO_airport_code
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Location_identifier
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Farmingdale,_New_York
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/National_Plan_of_Integrated_Airport_Systems
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/FAA_airport_categories
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Reliever_airport
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Calendar_year
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Sherman_Fairchild
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Fairchild_FC-2
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Fairchild_71
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Fairchild_Aircraft
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Grumman_Aircraft_Engineering
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Republic_Aviation
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/P-47_Thunderbolts
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/World_War_II
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/F-84_Thunderjet
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/F-84_Thunderstreak
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Korean_War
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/New_York_State_Office_of_Parks,_Recreation_and_Historic_Preservation
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/Robert_Moses
https://en.wikipedia.org/wiki/Republic_Airport https://en.wikipedia.org/wiki/F-105_Thunderchief
